Facility ID,Organisation Name,Facility Name,Province,City,Address,Postal Code,NPRI ID,2014 GHG Emissions (kilotonnes of carbon dioxide equivalent),Facility GHG Data Link,NAICS Name,NAICS Data Link,Latitude,Longitude
54,TransCanada Energy Ltd.,Carseland Power Plant,Alberta,Carseland,15-06-022-26-W4,T0J 0M0,6700,315.13,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10054,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,50.847,-113.591
55,Orica Canada Inc.,Carseland Works,Alberta,Carseland,264077 221 TWP RD,T0J0M0,2857,100.38,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10055,Chemical Fertilizer (except Potash) Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325313,50.8482,-113.5824
57,Ingredion Canada Incorporated,Ingredion Canada Incorporated - London Plant,Ontario,London,1100 Green Valley Road,N6N1E3,485,120.66,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10057,Wet Corn Milling,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311221,42.9217,-81.1942
58,ENMAX Cavalier GP Inc.,Cavalier Power Plant,Alberta,Strathmore,NE-16-32-023-23-W4,T1P1K3,6633,182.38,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10058,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,51.0043,-113.1567
59,Cavendish Farms Corporation,Cavendish Farms,Prince Edward Island,New Annan,25532 #2 Highway,C1N4J9,4875,55.49,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10059,Frozen Food Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=311410,46.4222,-63.679
60,Consumers' Co-operative Refineries Limited,Co-op Refinery Complex,Saskatchewan,Regina,550 East 9th Avenue North,S4P 3A1,4048,1618.69,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10060,Petroleum Refineries,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=324110,50.4843,-104.5794
61,Hydro-Québec,Centrale de Cap-aux-Meules,Quebec,"Cap-aux-Meules, Îles-de-la-Mad",1034 de la Vernière Road,G4T1R3,6130,132.31,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10061,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,47.3975,-61.7796
64,Chimie Parachem s.e.c,Chimie Parachem s.e.c,Quebec,Montréal-Est,3500 Broadway Street,H1B5B4,4569,238.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10064,Petrochemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325110,45.6324,-73.5244
65,"Cenovus FCCL Ltd., as operator for FCCL Partnership",Christina Lake SAGD Bitumen Battery,Alberta,Lac La Biche,08-17-076-06-W4,T0P1J0,6625,1831.15,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10065,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,55.58268,-110.88888
66,Ciment Québec inc.,Cimenterie de Saint-Basile,Quebec,Saint-Basile,145 du Centenaire Boulevard,G0A3G0,5548,558.4,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10066,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,46.7447,-71.8126
67,Lafarge Canada Inc.,Cimenterie de Saint-Constant,Quebec,Saint-Constant,1 Lafarge Road,J5A2G4,5474,668.16,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10067,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,45.3386,-73.5218
68,City of Medicine Hat,Electric Utility - Generation,Alberta,Medicine Hat,1502 Powerhouse Road,T1A8E6,6576,305.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10068,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,50.0411,-110.7222
69,Capital Power (Alberta) Limited Partnership,Clover Bar Energy Centre,Alberta,Edmonton,1515 130th Avenue,T6S1E3,23368,155.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10069,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,53.5874,-113.3647
70,Teck Coal Limited,Coal Mountain Operations,British Columbia,Sparwood,2261 Corbin Road,V0B2G0,6674,147.92,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10070,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,49.4988,-114.6584
71,Inter Pipeline Extraction Ltd.,Cochrane Extraction Plant,Alberta,Cochrane,NE1/4 16-026-04 W5M,T4C1A4,5248,434.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10071,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,51.22499,-114.4921
72,Northland Power Inc.,Cochrane Generating Station,Ontario,Cochrane,506 4th Street East,P0L1C0,1773,108.57,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10072,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,49.06218,-81.00565
73,Imperial Oil Resources Limited,Cold Lake,Alberta,Grande Centre,11-04-065-03-W4,T0A1T0,442,4433.65,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10073,Non-Conventional Oil Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211114,54.59702,-110.39972
74,New Brunswick Power Corporation,Coleson Cove Generating Station,New Brunswick,Saint John,4077 King William Road,E2M7T7,1696,585.08,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10074,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,45.1534,-66.2025
75,GreenField Specialty Alcohols Inc.,Chatham Plant,Ontario,Chatham,275 Bloomfield Road,N7M5J5,5739,136.46,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10075,Other Basic Organic Chemical Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=325190,42.3839,-82.2218
76,Rio Tinto Fer et Titane inc.,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,Quebec,Sorel-Tracy,1625 Marie-Victorin,J3R1M6,4806,963.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10076,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331110,46.0447,-73.1392
77,Vale Canada Limited,Copper Cliff Nickel Refinery,Ontario,Copper Cliff,175 Industrial Road,P0M1N0,1467,113.26,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10077,Non-Ferrous (except Al) Smelting & Refining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331410,46.4452,-81.0846
78,Vale Canada Limited,Copper Cliff Smelter,Ontario,Copper Cliff,18 Rink Street,P0M1N0,444,274.92,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10078,Non-Ferrous (except Al) Smelting & Refining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331410,46.4786,-81.0553
80,ATCO Power Canada Ltd.,Cory Cogeneration Station,Saskatchewan,Saskatoon,Box 130,S7K3K1,16289,650.46,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10080,Fossil-Fuel Electric Power Generation,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221112,52.0919,-106.8475
82,Catalyst Paper Corporation,Crofton Division,British Columbia,Crofton,8541 Hay Road,V0R1R0,1266,147.05,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10082,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322112,48.875,-123.645
85,Lehigh Hanson Materials Ltd.,Delta Plant,British Columbia,Delta,7777 Ross Road,V4G1B8,5190,774.23,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10085,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,49.1436,-123.023
86,ATCO Gas and Pipelines Ltd.,ATCO Gas - Distribution Systems,Alberta,Edmonton,10035 105 Street Northwest,T5J 2V6,,136.2,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10086,Natural Gas Distribution,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221210,0,0
90,Resolute FP Canada Inc. - Laurentide,Usine Laurentide,Quebec,Grand-Mère,100 1er Street,G9T7J1,2587,164.76,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10090,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,46.615,-72.6817
91,ArcelorMittal Dofasco Inc.,Dofasco Hamilton,Ontario,Hamilton,1330 Burlington Street East,L8N3J5,3713,5143.51,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10091,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331110,43.2597,-79.8111
93,Anthony Forest Products Company,Espanola Mill,Ontario,Espanola,1 Station Road,P5E1R6,3185,182.64,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10093,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,46.2681,-81.7683
95,City of Calgary,East Calgary Landfill,Alberta,Calgary,1827 68 Street Southeast,T2E2N1,24315,27.96,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10095,Waste Treatment & Disposal,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=562210,51.0265,-113.9419
96,Taqa North Ltd.,East Crossfield Gas Plant 9-14-28-1W5,Alberta,Crossfield,Crossfield,T0M0S0,4140,126.07,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10096,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.1604,-117.7557
98,Suncor Energy Products Partnership,Edmonton Refinery,Alberta,Edmonton,801 Petroleum Way,T8H2G2,3903,1227.57,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10098,Petroleum Refineries,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=324110,53.5505,-113.3589
99,Twin Rivers Paper Company Inc.,Edmundston Pulp Mill,New Brunswick,Edmundston,27 Rice Street,E3V1S9,1221,41.54,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10099,Chemical Pulp Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322112,47.3749,-68.3333
100,Talisman Energy,Edson Gas Plant,Alberta,Edson,04-11-053-18W5,       ,5284,198.24,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10100,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,53.5575,-116.5472
101,Dominion Diamond Ekati Corporation,EKATI Diamond Mine,Northwest Territories,Yellowknife,1102 4920 52nd Street,X1A3T1,5236,199.3,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10101,Diamond Mines,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212392,64.7195,-110.6201
103,Elkem Metal Canada Inc.,Elkem Métal Chicoutimi,Quebec,Chicoutimi,2020 de la Réserve Road,g7j0e1,6344,89.39,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10103,Iron & Steel Mills & Ferro-Alloy Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=331110,48.4124,-71.1307
104,TransCanada PipeLines Ltd.,"TransCanada Pipeline, British Columbia System",British Columbia,Cranbrook,"82G6SE, Longitude 49",V1C2N1,,230.59,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10104,Pipeline Transportation of Natural Gas,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=486210,0,0
105,Teck Coal Limited,Elkview Operations,British Columbia,Sparwood,Highway 3 Highway,V0B2G1,7838,410.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10105,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,49.75808,-114.82594
106,ConocoPhillips Canada Operations Ltd.,Elmworth Gas Plant,Alberta,Elmworth,01-08-070-11-W6,T0H1J0,23956,269.79,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10106,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,55.0415,-119.631
108,Spectra Energy Empress LP,Empress Straddle Gas Plant,Alberta,Cypress County,NE1/4-11-020-01-W4,T1A7N2,3752,332.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10108,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,50.8053,-110.0349
109,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,Ontario,North York,500 Consumers Road,M2J1P8,,298.41,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10109,Natural Gas Distribution,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=221210,0,0
111,Graymont Western Canada Inc.,Exshaw Plant,Alberta,Exshaw,1A Highway,T0L2C0,6826,164.76,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10111,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327410,51.0682,-115.1364
112,Lafarge Canada Inc.,Exshaw Cement Plant,Alberta,Exshaw,1A Highway,T0L2C0,5291,853.64,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10112,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,51.0589,-115.1745
113,Graymont Western Canada Inc.,Faulkner Plant,Manitoba,Faulkner,239 Highway West,R0C0Y0,6825,143.63,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10113,Lime Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327410,51.4135,-98.765
114,Federal White Cement Ltd.,Woodstock Plant,Ontario,Woodstock,3551551 35th Line,N0J1J0,5946,332.56,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10114,Cement Mfg.,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=327310,43.0989,-80.8943
115,Teck Coal Limited,Fording River Operations,British Columbia,Elkford,100 PO Box Route,V0B1H0,6669,518.23,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10115,Bituminous Coal Mining,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=212114,50.18992,-114.87901
116,Produits forestiers Résolu,Fort Frances Division,Ontario,Fort Frances,427 Mowat Avenue,P9A1Y8,917,30.52,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10116,Paper (except Newsprint) Mills,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=322121,48.6111,-93.4034
117,Spectra Energy Transmission,Fort Nelson Gas Plant,British Columbia,Fort Nelson,285 Mile 285 Alaska Highway Highway,V0C1R0,4304,1330.78,http://www.ec.gc.ca/ges-ghg/donnees-data/index.cfm?do=facility_info&amp;lang=En&amp;year=2014&amp;ghg_id=G10117,Conventional Oil & Gas Extraction,http://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVDDetail&amp;db=imdb&amp;dis=2&amp;adm=8&amp;TVD=118464&amp;CVD=118471&amp;CST=01012012&amp;MLV=5&amp;CLV=5&amp;CHVD=&amp;CPV=211113,58.6539,-122.6892
